Series_Title,Released_Year,Genre,IMDB_Rating,language
Identifying Features,2020,Drama,6.948,es
La Ci?naga,2001,"Drama, Comedy",6.9,es
The House of Lost Women,1983,Drama,5.471,es
The Diabolical Dr. Z,1966,"Horror, Science Fiction",5.6,es
Familia,2023,Drama,6.6,es
A la mala,2015,Comedy,7.7,es
The Night My Mother Killed My Father,2016,Comedy,5.936,es
Blindsided: The Game,2018,"Comedy, Action, Drama",8.4,es
Quite Like Paradise,2024,"Drama, Crime, Comedy",7.4,es
The Wait,2023,"Horror, Drama, Fantasy",6.051,es
I Carry You with Me,2021,Drama,7.1,es
The Method,2005,"Drama, Thriller",6.7,es
Home Office: Un especial de Mirreyes contra God?nez,2020,Comedy,7.6,es
2033,2009,"Science Fiction, Thriller",4.2,es
Mam?,2008,"Drama, Horror",6.115,es
El verano que vivimos,2020,"Drama, Romance",7.244,es
To Kill the Beast,2021,"Mystery, Fantasy, Thriller",6.051,es
Living Is Easy with Eyes Closed,2013,"Drama, Comedy",6.7,es
Siege (Asedio),2023,"Drama, Thriller",5.3,es
The Holy Girl,2004,Drama,6.677,es
I Do...Knot,2009,"Comedy, Drama, Romance",7.541,es
Doors Cut Down,2000,Comedy,5.5,es
The Chosen Ones,2015,Drama,6.3,es
Stories Not to be Told,2022,Comedy,5.7,es
Summer Vacation,2023,"Comedy, Family",5.537,es
History of the Occult,2020,"Drama, Horror, Thriller",6.9,es
The Other Side,2024,"Drama, Thriller",8.4,es
Las Peque?as Cosas,2024,Drama,8.3,es
Girl with the Golden Panties,1980,Thriller,4.846,es
A Woman With No Filter,2018,Comedy,7.7,es
Brain Drain 2,2011,"Comedy, Romance",5,es
Crimes of Passion,2011,"Drama, Thriller, Romance",6.316,es
Advantages of Travelling by Train,2019,"Drama, Thriller",6.5,es
Murder Mansion,1972,Horror,5.9,es
Heli,2013,"Crime, Drama, Romance",6.73,es
The Mule,2013,"Drama, Comedy",5.3,es
Maktub,2011,"Comedy, Family",7.48,es
The Night,2016,Drama,4.167,es
The Island of Lies,2020,"Drama, Mystery, Thriller",5.5,es
Your Name.,2016,"Animation, Romance, Drama",8.483,ja
Solo Leveling -ReAwakening-,2024,"Action, Adventure, Fantasy, Animation",6.937,ja
Oxen Split Torturing,1976,"Horror, Drama",6,ja
Spirited Away,2001,"Animation, Family, Fantasy",8.536,ja
The Colors Within,2024,"Animation, Drama, Music",6.8,ja
Howl's Moving Castle,2004,"Fantasy, Animation, Adventure",8.396,ja
Delinquent in Drag,1992,"Animation, Comedy, Action",5.1,ja
Ocean Waves,1993,"Animation, Drama, Romance",6.406,ja
Princess Mononoke,1997,"Adventure, Fantasy, Animation",8.327,ja
My Neighbor Totoro,1988,"Fantasy, Animation, Family",8.07,ja
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,"Animation, Action, Fantasy, Thriller",8.209,ja
Godzilla Minus One,2023,"Science Fiction, Horror, Action",7.585,ja
The Boy and the Heron,2023,"Animation, Adventure, Fantasy, Family, Drama",7.434,ja
Suzume,2022,"Animation, Drama, Adventure, Fantasy",7.92,ja
Neon Genesis Evangelion: Death and Rebirth,1997,"Animation, Drama, Science Fiction",7.378,ja
RE:BORN,2016,"Action, Crime",7.081,ja
Panda! Go Panda!,1972,"Animation, Family, Comedy",6.2,ja
It Feels So Good,2019,"Drama, Romance",6.5,ja
Nausica? of the Valley of the Wind,1984,"Adventure, Animation, Fantasy",7.95,ja
Attack on Titan: THE LAST ATTACK,2024,"Animation, Action, Adventure, Fantasy",8.8,ja
Cells at Work!,2024,"Adventure, Action, Comedy, Fantasy",7.308,ja
A Silent Voice: The Movie,2016,"Animation, Drama, Romance",8.385,ja
Ponyo,2008,"Animation, Fantasy, Family",7.746,ja
My Hero Academia: You're Next,2024,"Animation, Action, Adventure, Science Fiction",7,ja
Seven Samurai,1954,"Action, Drama",8.455,ja
Jujutsu Kaisen 0,2021,"Animation, Action, Fantasy",8.12,ja
Drawing Closer,2024,"Romance, Drama",8.3,ja
The Cat Returns,2002,"Adventure, Fantasy, Animation, Drama, Family",7.123,ja
Monster,2023,"Mystery, Thriller, Drama",7.962,ja
11 Rebels,2024,"Action, Drama, History, Thriller",7.5,ja
OVERLORD: The Sacred Kingdom,2024,"Action, Adventure, Animation, Fantasy",7.9,ja
Perfect Days,2023,Drama,7.756,ja
BLUE LOCK THE MOVIE -EPISODE NAGI-,2024,"Animation, Action, Drama",7.4,ja
Castle in the Sky,1986,"Adventure, Fantasy, Animation, Action, Family",7.972,ja
Look Back,2024,"Animation, Drama",8.014,ja
Kingdom 4: Return of the Great General,2024,"Action, Adventure",6.8,ja
Death Note Relight 1: Visions of a God,2009,"TV Movie, Crime, Drama, Fantasy, Thriller, Animation",7.9,ja
Porco Rosso,1992,"Family, Comedy, Animation, Adventure",7.799,ja
Kiki's Delivery Service,1989,"Animation, Family, Fantasy",7.826,ja
Akira,1988,"Animation, Science Fiction, Action",7.94,ja
Dragon Ball Z: Broly - The Legendary Super Saiyan,1993,"Animation, Science Fiction, Action",7.198,ja
Dragon Ball Super: Super Hero,2022,"Animation, Science Fiction, Action",7.893,ja
SPY x FAMILY CODE: White,2023,"Animation, Comedy, Adventure, Action",7.033,ja
The Torture Club,2014,"Drama, Comedy",5.227,ja
Paprika,2006,"Animation, Science Fiction, Thriller",7.813,ja
Door,1988,"Horror, Mystery, Thriller",6.5,ja
Female Teacher: In Front of the Students,1982,"Drama, Mystery, Horror",6.26,ja
Ghost in the Shell,1995,"Action, Animation, Science Fiction",7.929,ja
One Piece Film Red,2022,"Animation, Adventure, Action, Fantasy, Music",7.186,ja
Detective Conan: Black Iron Submarine,2023,"Animation, Action, Crime, Mystery",6.9,ja
In the Realm of the Senses,1976,"Drama, Romance",6.604,ja
Whisper of the Heart,1995,"Animation, Drama, Family",7.949,ja
The Secret World of Arrietty,2010,"Fantasy, Animation, Family",7.7,ja
"The Tunnel to Summer, the Exit of Goodbyes",2022,"Animation, Drama, Romance, Fantasy, Science Fiction",7.7,ja
Dragon Ball Z: Bardock - The Father of Goku,1990,"Animation, Action, Science Fiction, Drama, Fantasy",7.547,ja
Battle Royale,2000,"Drama, Thriller, Action",7.286,ja
The Last: Naruto the Movie,2014,"Action, Romance, Animation",7.448,ja
Rape!,1976,"Drama, Horror, Thriller",5.818,ja
Resident Evil: Death Island,2023,"Animation, Horror, Action, Science Fiction",7.3,ja
Dragon Ball Z: Broly - Second Coming,1994,"Animation, Action, Science Fiction",6.743,ja
Mobile Suit Gundam Thunderbolt: December Sky,2016,"Action, Animation, Drama, Science Fiction, War",7.5,ja
Neon Genesis Evangelion: The End of Evangelion,1997,"Animation, Science Fiction, Action, Drama",8.279,ja
I Want to Eat Your Pancreas,2018,"Animation, Drama, Romance",8.24,ja
Black Clover: Sword of the Wizard King,2023,"Animation, Fantasy, Action, Adventure",8.175,ja
Death Note Relight 2: L's Successors,2009,"TV Movie, Thriller, Animation, Crime, Drama, Fantasy",7.3,ja
Weathering with You,2019,"Animation, Drama, Fantasy, Romance",7.997,ja
Pok?mon: The First Movie,1998,"Animation, Family, Adventure, Fantasy, Action",6.933,ja
Cure,1997,"Crime, Thriller, Horror, Mystery",7.554,ja
The Temptation of Kimono,2009,"Drama, Romance",5.8,ja
Rashomon,1950,"Crime, Drama, Mystery",8.06,ja
Dragon Ball: Yo! Son Goku and His Friends Return!!,2008,"Animation, Action, Adventure, Science Fiction, Comedy",6.427,ja
Beautiful Teacher in Torture Hell,1985,"Drama, Thriller, Horror",5.279,ja
Love Exposure,2009,"Action, Comedy, Drama, Romance",7.976,ja
Dragon Ball Z: Wrath of the Dragon,1995,"Animation, Action, Science Fiction",7.279,ja
Ran,1985,"Action, Drama, History",8.055,ja
Wolf Children,2012,"Animation, Family, Drama, Fantasy",8.22,ja
Golden Kamuy,2024,"Action, Adventure, Comedy",6.8,ja
Dragon Ball Z: Battle of Gods,2013,"Animation, Action, Science Fiction",6.782,ja
City Hunter,2024,Action,6.6,ja
Nobody Knows,2004,Drama,7.972,ja
Crayon Shin-chan the Movie: Our Dinosaur Diary,2024,"Animation, Adventure, Comedy, Family",5.5,ja
Dragon Ball Z: Lord Slug,1991,"Action, Animation, Science Fiction",6.484,ja
Bungo Stray Dogs: Dead Apple,2018,"Animation, Action, Comedy, Mystery, Crime, Fantasy",8.123,ja
Dragon Ball Z: Fusion Reborn,1995,"Animation, Action, Science Fiction",7.518,ja
Dragon Ball Z: Super Android 13!,1992,"Action, Animation, Science Fiction",6.88,ja
Pok?mon the Movie 2000,1999,"Adventure, Fantasy, Animation, Science Fiction, Family",6.696,ja
Summer Wars,2009,"Animation, Science Fiction",7.435,ja
Tales from Earthsea,2006,"Animation, Fantasy, Adventure",6.524,ja
All About Lily Chou-Chou,2001,"Drama, Crime",7.399,ja
HAIKYU!! The Dumpster Battle,2024,"Animation, Comedy",7.571,ja
Female Teacher Closing the Door,2021,"Romance, Drama",5.6,ja
Dragon Ball Z: Dead Zone,1989,"Animation, Action, Fantasy",6.813,ja
Call Boy,2018,Drama,6.4,ja
Resident Evil: Vendetta,2017,"Animation, Horror, Action, Science Fiction",6.9,ja
Case Closed: The Fourteenth Target,1998,"Animation, Crime, Mystery, Adventure",7.2,ja
Shoplifters,2018,"Drama, Crime, Thriller",7.85,ja
Naruto Shippuden the Movie: The Will of Fire,2009,"Action, Adventure, Comedy, Drama, Fantasy, Animation",7.333,ja
Shin Godzilla,2016,"Action, Science Fiction, Horror",7.199,ja
Detective Conan: The Phantom of Baker Street,2002,"Animation, Adventure, Mystery",7.7,ja
Baki Hanma VS Kengan Ashura,2024,"Animation, Action, Fantasy",7.5,ja
Belle,2021,"Animation, Science Fiction, Drama, Music, Adventure, Fantasy",7.7,ja
Perfect Blue,1998,"Animation, Thriller",8.3,ja
Urotsukid?ji: Legend of the Overfiend,1989,"Animation, Action, Horror, Fantasy",6,ja
Naruto Shippuden the Movie: Blood Prison,2011,"Thriller, Animation, Action, Comedy, Horror, Mystery",7.227,ja
I Am a Hero,2016,"Action, Horror, Drama",7.411,ja
Guinea Pig: Devil's Experiment,1985,Horror,4.8,ja
A Whisker Away,2020,"Animation, Drama, Romance, Fantasy",7.9,ja
Rascal Does Not Dream of a Knapsack Kid,2023,"Animation, Drama, Fantasy",7.459,ja
Dragon Ball Z: Bio-Broly,1994,"Animation, Action, Science Fiction",5.734,ja
Muhan,1985,"Crime, Drama, Thriller",5.25,ja
Case Closed: The Million-Dollar Pentagram,2024,"Animation, Crime, Mystery, Action",7.1,ja
My Hero Academia: World Heroes' Mission,2021,"Animation, Action, Adventure, Science Fiction",7.611,ja
Evangelion: 1.0 You Are (Not) Alone,2007,"Animation, Science Fiction, Action, Drama",7.6,ja
Resident Evil: Degeneration,2008,"Animation, Horror, Action, Science Fiction",6.798,ja
Case Closed: The Sniper from Another Dimension,2014,"Animation, Action, Drama, Mystery",6.9,ja
Only Yesterday,1991,"Animation, Drama, Romance",7.378,ja
Demon Slayer: Kimetsu no Yaiba - Sibling's Bond,2019,"Animation, Action, Fantasy, Thriller",7.9,ja
Doraemon the Movie: Nobita's Earth Symphony,2024,"Animation, Music, Comedy, Drama, Family, Fantasy, Adventure",7,ja
The Wind Rises,2013,"Drama, Animation, Romance, War, History",7.787,ja
Mary and The Witch's Flower,2017,"Adventure, Animation, Family, Fantasy",7.126,ja
Shogun's Joy of Torture,1968,"Horror, Drama",5.7,ja
Road to Ninja: Naruto the Movie,2012,"Animation, Fantasy, Action",7.339,ja
Drive My Car,2021,Drama,7.432,ja
Dragon Ball Z: Cooler's Revenge,1991,"Action, Animation, Science Fiction",7.001,ja
Attack on Titan,2015,"Horror, Action, Science Fiction",6.119,ja
Attack from Space,1965,"Action, Science Fiction, TV Movie",4.8,ja
Resident Evil: Damnation,2012,"Animation, Horror, Action, Science Fiction",6.9,ja
Violet Evergarden: The Movie,2020,"Animation, Fantasy, Romance, Drama",8.3,ja
Outlanders,1986,"Animation, Science Fiction, Comedy",5.3,ja
Detective Conan: Captured in Her Eyes,2000,"Animation, Crime, Drama, Mystery, Adventure",7.4,ja
Dragon Ball: Mystical Adventure,1988,"Action, Animation",6.7,ja
Detective Conan: Crossroad in the Ancient Capital,2003,"Animation, Mystery, Adventure",7.1,ja
The Quintessential Quintuplets Movie,2022,"Animation, Comedy, Romance",8.3,ja
Detective Conan: The Bride of Halloween,2022,"Animation, Action, Crime, Mystery",6.6,ja
Dragon Ball Z: Resurrection 'F',2015,"Action, Animation, Science Fiction",6.8,ja
Evangelion: 3.0+1.0 Thrice Upon a Time,2021,"Animation, Action, Science Fiction, Drama",8.2,ja
Noroi: The Curse,2005,"Horror, Mystery, Thriller",6.9,ja
Detective Conan: The Raven Chaser,2009,"Animation, Crime, Mystery, Thriller",7.4,ja
Detective Conan: The Time Bombed Skyscraper,1997,"Animation, Crime, Mystery, Adventure",7.4,ja
When Marnie Was There,2014,"Animation, Drama, Family, Mystery",7.9,ja
From Up on Poppy Hill,2011,"Animation, Drama",7.5,ja
Pok?mon the Movie: I Choose You!,2017,"Family, Animation, Adventure, Fantasy",7.1,ja
Female Teacher in Rope Hell,1981,"Drama, Horror",4.5,ja
Tokyo Story,1953,Drama,8.169,ja
One Piece: Dead End Adventure,2003,"Action, Animation, Adventure",7,ja
Dakaichi: I'm Being Harassed by the Sexiest Man of the Year??he Movie: In Spain,2021,"Animation, Drama, Comedy, Romance",7.7,ja
"Josee, the Tiger and the Fish",2020,"Animation, Drama, Romance",8.308,ja
Death Note,2006,"Fantasy, Mystery, Thriller",7.066,ja
Dragon Ball: Curse of the Blood Rubies,1986,"Action, Animation, Adventure, Comedy, Fantasy, Science Fiction",6.824,ja
13 Assassins,2010,"Adventure, Drama, Action",7.331,ja
Crayon Shin-chan: The Adult Empire Strikes Back,2001,"Animation, Comedy, Adventure",8.2,ja
Attack on Titan II: End of the World,2015,"Horror, Science Fiction, Action",6.156,ja
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,2007,"Action, Adventure, Comedy, Drama, Animation",6.9,ja
Dragon Ball GT: A Hero's Legacy,1997,"Adventure, Action, Animation, Science Fiction",6.718,ja
Dragon Ball Z: Bojack Unbound,1993,"Action, Animation, Science Fiction",7.129,ja
Naruto Shippuden the Movie,2007,"Animation, Action, Fantasy",7.395,ja
Children Who Chase Lost Voices,2011,"Animation, Adventure, Fantasy, Family",7.216,ja
Detective Conan: Magician of the Silver Sky,2004,"Animation, Mystery, Adventure",7.1,ja
KONOSUBA ??God's blessing on this wonderful world! Legend of Crimson,2019,"Animation, Adventure, Comedy, Fantasy",8.1,ja
Detective Conan: The Last Wizard of the Century,1999,"Adventure, Animation, Crime, Drama, Mystery",7.3,ja
Virus,1980,"Horror, Science Fiction, Drama",6.344,ja
Naruto Shippuden the Movie: Bonds,2008,"Fantasy, Animation, Action",7.295,ja
Saint Seiya: Warriors of the Final Holy Battle,1989,"Action, Animation, Fantasy",7.3,ja
Ikiru,1952,Drama,8.311,ja
Lupin the Third: The Castle of Cagliostro,1979,"Animation, Adventure, Comedy, Crime",7.514,ja
Tokyo Godfathers,2003,"Animation, Drama, Comedy",7.918,ja
Ninja Scroll,1993,"Fantasy, Adventure, Animation, Action",7.728,ja
Godzilla: Final Wars,2004,"Action, Adventure, Science Fiction, Fantasy, Thriller",7.1,ja
Detective Conan: The Scarlet Bullet,2021,"Animation, Action, Crime, Mystery, Romance, Thriller",6.5,ja
Case Closed: Countdown to Heaven,2001,"Animation, Action, Crime, Mystery",7.4,ja
Shin Ultraman,2022,"Action, Science Fiction",7.4,ja
Cowboy Bebop: The Movie,2001,"Action, Animation, Science Fiction",7.721,ja
Be My Master,2018,Drama,6.8,ja
Ring,1998,"Horror, Thriller",7.1,ja
"Merry Christmas, Mr. Lawrence",1983,"Drama, History, War",7.3,ja
High and Low,1963,"Drama, Crime, Mystery, Thriller",8.348,ja
Shin Kamen Rider,2023,"Action, Drama, Science Fiction",6.9,ja
Rape Zombie: Lust of the Dead 3,2013,"Horror, Comedy",6.273,ja
Boruto: Naruto the Movie,2015,"Adventure, Action, Animation, Comedy, Fantasy",7.458,ja
Fruits Basket -prelude-,2022,"Animation, Drama, Romance",7,ja
Evangelion: 3.0 You Can (Not) Redo,2012,"Animation, Science Fiction, Action, Drama",7.2,ja
Pom Poko,1994,"Adventure, Animation, Fantasy",7.166,ja
One Piece: Clockwork Island Adventure,2001,"Action, Animation, Adventure",6.9,ja
Mobile Suit Gundam: Char's Counterattack,1988,"Animation, Action, Science Fiction",7,ja
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2022,"Animation, Fantasy, Adventure",7.4,ja
The Girl Who Leapt Through Time,2006,"Fantasy, Animation, Drama, Science Fiction",7.8,ja
One Piece Film: Strong World,2009,"Animation, Fantasy, Adventure",7.4,ja
Mirai,2018,"Animation, Family, Fantasy, Adventure, Drama",7.162,ja
Dragon Ball Z: The Tree of Might,1990,"Action, Animation, Science Fiction",6.504,ja
Pok?mon 4Ever,2001,"Adventure, Fantasy, Animation, Science Fiction, Family",6.468,ja
Saint Seiya: Legend of Crimson Youth,1988,"Action, Animation, Fantasy",7.667,ja
Girls und Panzer der Film,2015,"Animation, Action, Comedy",7,ja
Woman in the Dunes,1964,"Drama, Thriller",8.207,ja
Mai-chan's Daily Life,2016,Horror,4.9,ja
Dragon Ball Z: The Return of Cooler,1992,"Action, Animation, Science Fiction",6.438,ja
Love Letter,1995,"Drama, Romance",7.8,ja
Sword of the Stranger,2007,"Action, Animation, History",7.573,ja
Saint Seiya: Evil Goddess Eris,1987,"Action, Animation, Fantasy",7,ja
Detective Conan: Strategy Above the Depths,2005,"Animation, Mystery",6.9,ja
Detective Conan: The Eleventh Striker,2012,"Animation, Mystery, Action",6.9,ja
Detective Conan: Full Score of Fear,2008,"Animation, Action, Crime, Mystery",7,ja
Dragon Ball Z: The World's Strongest,1990,"Action, Animation, Science Fiction",6.59,ja
Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005,"Action, Adventure, Animation, Drama",7.3,ja
My Hero Academia: Two Heroes,2018,"Animation, Action, Adventure, Fantasy",7.9,ja
Beautiful Wrestler: Down for the Count,1984,Comedy,5.2,ja
Evangelion: 2.0 You Can (Not) Advance,2009,"Animation, Science Fiction, Action, Drama",7.794,ja
One Piece Film: Z,2012,"Animation, Fantasy, Action, Adventure",7.486,ja
Ghost in the Shell 2: Innocence,2004,"Animation, Drama, Science Fiction",7.338,ja
Rascal Does Not Dream of a Dreaming Girl,2019,"Animation, Romance, Drama, Fantasy",8.241,ja
Sansho the Bailiff,1954,Drama,8.088,ja
Naruto Shippuden the Movie: The Lost Tower,2010,"Adventure, Action, Animation",7.131,ja
Yojimbo,1961,"Drama, Thriller",8.099,ja
Pok?mon: Lucario and the Mystery of Mew,2005,"Family, Adventure, Animation, Fantasy, Action, Science Fiction",7,ja
Millennium Actress,2002,"Animation, Drama, Romance, Fantasy",7.836,ja
Steamboy,2004,"Animation, Fantasy, Science Fiction",6.88,ja
Metropolis,2001,"Animation, Science Fiction",7.126,ja
Rurouni Kenshin Part I: Origins,2012,"Adventure, Action, Fantasy, War, History",7.522,ja
Kingdom,2019,"Action, Adventure, War, History, Fantasy",7.214,ja
Fireworks,2017,"Animation, Drama, Fantasy, Romance",6.6,ja
Batman Ninja,2018,"Animation, Action, Science Fiction",5.8,ja
Pok?mon: Arceus and the Jewel of Life,2009,"Family, Animation, Adventure, Fantasy",7.1,ja
Pulse,2001,"Horror, Thriller, Mystery",6.653,ja
Maquia: When the Promised Flower Blooms,2018,"Animation, Fantasy, Drama, Adventure",8.2,ja
Guilty of Romance,2011,"Thriller, Horror, Mystery",6.9,ja
Naruto the Movie: Ninja Clash in the Land of Snow,2004,"Comedy, Action, Animation, Adventure",7.258,ja
Rurouni Kenshin Part III: The Legend Ends,2014,"Action, Adventure, Fantasy",7.7,ja
Audition,2000,"Horror, Drama",7.126,ja
As the Gods Will,2014,"Thriller, Horror, Comedy",7.131,ja
Pok?mon Heroes,2002,"Animation, Adventure, Action, Fantasy, Science Fiction",6.7,ja
Ghost in the Shell: S.A.C. 2nd GIG - Individual Eleven,2006,"Animation, Science Fiction",7.6,ja
Doraemon: Nobita and the Galaxy Super-express,1996,"Animation, Science Fiction, Action, Family, Adventure",7.615,ja
Detective Conan: Jolly Roger in the Deep Azure,2007,"Animation, Adventure",6.6,ja
Detective Conan: The Private Eyes' Requiem,2006,"Animation, Mystery, Adventure",7.1,ja
The Anthem of the Heart,2015,"Animation, Drama, Music, Romance",7.609,ja
Still Walking,2008,"Drama, Family",7.764,ja
My Hero Academia: Heroes Rising,2019,"Animation, Action, Fantasy, Adventure",8.155,ja
Legend of the Eight Samurai,1983,"Fantasy, Adventure, Drama, Action",5.9,ja
The Tale of The Princess Kaguya,2013,"Animation, Drama, Fantasy",8.082,ja
Harakiri,1962,"Action, Drama, History",8.418,ja
Ju-on: The Grudge,2002,Horror,6.7,ja
5 Centimeters per Second,2007,"Animation, Romance, Drama",7.292,ja
Wet Woman in the Wind,2016,"Drama, Romance",5.8,ja
Detective Conan: The Lost Ship in the Sky,2010,"Animation, Crime, Mystery, Action",7.1,ja
Mononoke the Movie: The Phantom in the Rain,2024,"Animation, Fantasy, Mystery",7.2,ja
Fullmetal Alchemist: The Final Alchemy,2022,"Action, Adventure, Fantasy",6.3,ja
Pok?mon the Movie: Hoopa and the Clash of Ages,2015,"Family, Adventure, Animation, Action, Fantasy",6.775,ja
Sweet Whip,2013,"Drama, Crime",5.712,ja
Made in Abyss: Dawn of the Deep Soul,2020,"Animation, Adventure, Fantasy, Mystery, Drama, Science Fiction",7.8,ja
Case Closed: The Crimson Love Letter,2017,"Animation, Crime, Mystery, Action",6.6,ja
The Seven Deadly Sins: Grudge of Edinburgh Part 2,2023,"Action, Adventure, Fantasy, Animation",7.2,ja
Pok?mon: Destiny Deoxys,2004,"Family, Adventure, Animation, Fantasy",6.6,ja
Puella Magi Madoka Magica the Movie Part III: Rebellion,2013,"Mystery, Animation, Fantasy",7.7,ja
Doraemon: Nobita and the New Steel Troops: Winged Angels,2011,"Animation, Adventure, Family, Science Fiction",7.2,ja
Little Nemo: Adventures in Slumberland,1989,"Adventure, Animation, Family, Fantasy",6.9,ja
Doraemon the Movie: Nobita's Sky Utopia,2023,"Animation, Adventure, Science Fiction, Family",7,ja
One Piece: Giant Mecha Soldier of Karakuri Castle,2006,"Animation, Adventure, Action, Comedy, Science Fiction, Fantasy",7,ja
One Cut of the Dead,2017,"Comedy, Horror, Drama",7.622,ja
maboroshi,2023,"Animation, Drama, Romance, Fantasy",7.313,ja
Throne of Blood,1957,"Drama, History",7.919,ja
Rurouni Kenshin: The Beginning,2021,"Action, Adventure, Drama, Romance",7.7,ja
The First Slam Dunk,2022,"Animation, Comedy, Drama",7.761,ja
Godzilla,1954,"Thriller, Horror, Science Fiction",7.641,ja
Rurouni Kenshin: The Final,2021,"Action, Adventure, History, Drama",7.7,ja
Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,2007,"Family, Adventure, Animation, Science Fiction, Fantasy",7.133,ja
Pok?mon: Jirachi - Wish Maker,2003,"Family, Action, Animation, Adventure, Fantasy, Science Fiction",6.6,ja
Doraemon: Nobita's New Dinosaur,2020,"Animation, Adventure, Family, Fantasy, Science Fiction, Comedy",7.337,ja
Pok?mon: Zoroark - Master of Illusions,2010,"Family, Animation, Adventure, Fantasy",6.72,ja
Ugetsu,1953,"Fantasy, Drama, Mystery",7.986,ja
Kikujiro,1999,"Comedy, Drama",7.511,ja
Pok?mon the Movie: Secrets of the Jungle,2020,"Animation, Adventure, Family, Fantasy",7.175,ja
Kingdom III: The Flame of Destiny,2023,"Action, Adventure, War",7.5,ja
Tekkonkinkreet,2006,"Action, Adventure, Animation",7.381,ja
The Stranger by the Shore,2020,"Animation, Romance, Drama",8,ja
Bio Hunter,1995,"Horror, Animation, Action",5.878,ja
"Like Father, Like Son",2013,Drama,7.679,ja
The Boy and the Beast,2015,"Action, Adventure, Animation, Drama, Family, Fantasy",7.944,ja
The Garden of Words,2013,"Animation, Drama, Romance",7.6,ja
Pok?mon the Movie: The Power of Us,2018,"Animation, Family, Adventure, Fantasy",7.1,ja
Before We Vanish,2017,"Science Fiction, Drama, Thriller",6.472,ja
Vampire Hunter D: Bloodlust,2000,"Animation, Fantasy, Horror, Action, Adventure, Science Fiction",7.639,ja
Wheel of Fortune and Fantasy,2021,"Drama, Romance",7.163,ja
One Piece: The Movie,2000,"Action, Animation, Adventure, Comedy, Fantasy",7.06,ja
Helter Skelter,2012,"Drama, Horror",6.6,ja
Sword Art Online: The Movie ??Ordinal Scale,2017,"Animation, Action, Adventure, Fantasy, Science Fiction",7.7,ja
Crayon Shin-chan: Fast Asleep! Dreaming World Big Assault!,2016,"Adventure, Animation, Comedy, Family, Fantasy",6.5,ja
Mobile Suit Gundam Hathaway,2021,"Animation, Action, Drama, Science Fiction",7.3,ja
Doraemon: Nobita's Chronicle of the Moon Exploration,2019,"Animation, Adventure, Comedy, Science Fiction, Fantasy, Family",7.5,ja
After the Storm,2016,Drama,7.196,ja
Detective Conan: Private Eye in the Distant Sea,2013,"Animation, Action, Drama",6.7,ja
Battle Royale II: Requiem,2003,"Action, Thriller",5,ja
Stand by Me Doraemon,2014,"Animation, Family, Science Fiction, Fantasy, Adventure",7.4,ja
Naruto the Movie: Legend of the Stone of Gelel,2005,"Animation, Adventure, Fantasy",6.748,ja
Fullmetal Alchemist the Movie: The Sacred Star of Milos,2011,"Adventure, Fantasy, Animation, Action, Science Fiction",6.8,ja
Ghost Cat Anzu,2024,"Animation, Fantasy, Comedy, Family",6.5,ja
Rurouni Kenshin Part II: Kyoto Inferno,2014,"Action, Adventure, Drama, Fantasy",7.6,ja
Hanzo the Razor: Sword of Justice,1972,"Action, Drama",6.3,ja
Detective Conan: Quarter of Silence,2011,"Animation, Action, Crime, Mystery",7.1,ja
Guinea Pig: Mermaid in the Manhole,1988,"Horror, Romance",5.238,ja
Red,2020,Romance,4.7,ja
Kamikaze Girls,2004,Comedy,6.9,ja
Detective Conan: The Darkest Nightmare,2016,"Animation, Mystery, Action, Crime",6.9,ja
Saint Seiya: The Heated Battle of the Gods,1988,"Action, Animation, Fantasy",7.6,ja
One Piece Film: GOLD,2016,"Action, Animation, Adventure, Comedy",7.2,ja
Zatoichi,2003,"Adventure, Drama, Action",7.243,ja
Good Morning,1959,"Comedy, Family, Drama",7.717,ja
Pok?mon the Movie: Mewtwo Strikes Back - Evolution,2019,"Animation, Adventure, Fantasy, Action, Family",6.7,ja
The Seven Deadly Sins: Cursed by Light,2021,"Animation, Fantasy",7.7,ja
The Seven Deadly Sins: Grudge of Edinburgh Part 1,2022,"Animation, Fantasy, Adventure, Action",7.8,ja
Crayon Shin-chan: Intense Battle! Robo Dad Strikes Back,2014,"Comedy, Animation",7.5,ja
Pok?mon Ranger and the Temple of the Sea,2006,"Family, Animation, Action, Adventure, Fantasy, Science Fiction",6.5,ja
Violet Evergarden: Eternity and the Auto Memory Doll,2019,"Drama, Fantasy, Animation",8.1,ja
Code Geass: Lelouch of the Re;Surrection,2019,"Animation, Science Fiction, Crime, Mystery, War",7.2,ja
House,1977,"Comedy, Fantasy, Horror",7.309,ja
Detective Conan: The Scarlet Alibi,2021,"Animation, Drama, Action, Mystery",6.4,ja
Wicked City,1987,"Animation, Action, Fantasy, Horror",6.746,ja
Haikyuu!! The Movie: The End and the Beginning,2015,"Animation, Drama",8.6,ja
Her Blue Sky,2019,"Animation, Romance",7.248,ja
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",2008,"Action, Animation, Adventure, Comedy",7,ja
Tampopo,1985,Comedy,7.855,ja
